pm25,region,longitude,latitude
9.090499545,east,-86.21617,43.254681
10.0200565,east,-83.305598,42.588233
9.993552897,east,-86.049749,42.929975
9.888886373,east,-82.597855,42.916954
10.10403363,east,-83.759473,42.260331
10.88066898,east,-83.19795,42.337237
9.568675895,east,-93.120132,44.7588
9.649893097,east,-93.362357,44.971331
9.594458505,east,-92.442548,44.007477
10.20501528,east,-93.106593,44.990915
6.263497796,east,-92.404547,47.369145
9.422119122,east,-93.510829,44.696343
8.559982001,east,-94.495886,45.540863
10.28775072,east,-91.354348,31.535545
10.75818239,east,-90.830139,33.803284
10.64515282,east,-89.992068,34.904345
11.9985755,east,-89.276207,31.263019
9.768252804,east,-89.803446,33.775041
8.993276148,east,-89.079536,30.427896
11.44741176,east,-90.305374,32.294333
9.705736842,east,-88.633143,30.455709
12.15740416,east,-89.17378,31.652274
11.49795496,east,-88.678186,32.400078
11.30425346,east,-88.682514,34.276904
11.37599007,east,-94.827011,39.722544
9.823971087,east,-94.376663,38.689373
10.19926434,east,-93.885396,37.7305
9.609903963,east,-94.474033,39.253674
10.13524001,east,-93.316087,37.216298
11.17359214,east,-94.463242,39.024005
10.93524172,east,-90.499266,38.285842
12.52354908,east,-90.242806,38.627718
8.18520239,west,-114.321279,48.26788
6.875452723,west,-111.186786,45.663871
8.030032537,west,-112.153933,46.813873
11.46403863,west,-115.359348,48.558617
8.294273219,west,-113.968607,46.939971
7.18724327,west,-114.117236,46.210173
5.135915593,west,-104.458252,47.779342
6.170565849,west,-115.084463,47.633114
8.858587963,west,-112.562536,45.960929
9.376955991,east,-96.050944,41.264027
7.367368191,east,-98.417732,40.894156
8.503895549,east,-96.681392,40.796701
10.00647548,east,-96.031099,41.14287
8.759718223,east,-96.198876,41.516281
6.672426098,west,-115.117901,36.139215
7.203336877,west,-119.763634,39.704166
5.711976321,east,-71.436077,43.515202
10.20829917,east,-72.242077,42.911802
6.83499782,east,-71.89463,43.896067
8.349729187,east,-71.582737,42.895585
8.515929497,east,-71.637253,43.277704
7.59825818,east,-71.077622,42.96287
8.827017943,east,-74.621566,39.447721
9.035904514,east,-74.059037,40.930457
9.876226443,east,-75.029263,39.869213
9.117745276,east,-75.136197,39.752778
10.65625785,east,-74.069,40.740351
9.024159231,east,-74.711654,40.252908
8.632512942,east,-74.383918,40.494044
8.073528466,east,-74.500442,40.867167
8.677115685,east,-74.210903,39.918818
9.538970025,east,-74.216831,40.946491
10.43235718,east,-74.301654,40.657752
9.551346995,east,-75.030699,40.803025
5.425800295,west,-106.612469,35.101046
5.689096539,west,-104.444987,33.355893
7.838288232,west,-106.78167,32.274123
4.793643603,west,-108.246748,32.708567
5.678738318,west,-103.327764,32.728441
4.601408462,west,-108.30406,36.577598
4.195687836,west,-106.007134,35.588826
8.233488253,east,-73.849077,42.662095
11.36712885,east,-73.873207,40.846761
7.771279495,east,-79.345719,42.2407
10.03482184,east,-78.796303,42.859908
4.625279471,east,-73.737594,44.162194
10.88435816,east,-73.952247,40.649812
8.251590068,east,-77.630324,43.159963
9.704765987,east,-73.602538,40.715949
11.78490047,east,-73.973533,40.769656
8.904244427,east,-78.848097,43.146089
7.926522431,east,-76.179117,43.048433
8.591969389,east,-74.27948,41.406117
10.11464092,east,-73.820376,40.714295
9.936354201,east,-74.140923,40.582197
7.500271508,east,-77.363147,42.283617
8.924973662,east,-73.026232,40.833314
9.611337728,east,-73.794013,41.057167
11.27216297,east,-79.413917,36.076036
9.319477058,east,-82.531461,35.59526
10.38364232,east,-79.320014,36.406412
11.80627629,east,-81.247567,35.695613
9.707310342,east,-79.282856,35.702312
11.3768352,east,-78.907247,35.056213
12.4339208,east,-80.197806,35.816809
9.750803533,east,-77.988007,34.924123
10.95433628,east,-78.900356,35.998343
10.06275066,east,-77.640306,35.916244
10.9714909,east,-80.244596,36.1142
11.30812272,east,-81.166447,35.284549
11.02296032,east,-79.846984,36.052635
11.04506607,east,-82.960527,35.523376
9.445622988,east,-83.183862,35.313469
9.809390982,east,-77.630588,35.250556
11.03374155,east,-82.038396,35.686938
9.444095208,east,-77.123835,35.83833
11.31513638,east,-80.830859,35.231792
10.19447714,east,-82.142844,35.977691
10.50680906,east,-79.903306,35.340096
9.97160811,east,-77.391082,35.589908
10.71083777,east,-79.106531,34.658374
11.68106081,east,-80.515502,35.617342
10.15078178,east,-83.446528,35.421822
10.74783118,east,-78.665751,35.796512
9.434592395,east,-81.700107,36.217932
11.05994388,east,-77.995343,35.364712
4.460193422,west,-103.359665,46.990106
7.057676403,west,-100.641038,46.890682
8.598158594,east,-97.084444,46.899583
6.121487455,west,-101.686375,47.284699
9.719606061,east,-82.075082,39.356909
13.42467283,east,-84.513194,39.427856
12.77689766,east,-83.826362,39.921309
11.57535873,east,-84.177419,39.059566
12.59366555,east,-81.663852,41.460301
11.90924158,east,-82.996532,39.990514
11.87576677,east,-83.949396,39.712555
13.77098654,east,-84.493792,39.179526
12.80782876,east,-80.72585,40.360701
12.22845219,east,-82.547506,38.530404
10.41507695,east,-82.135816,41.370274
11.55638921,east,-83.608466,41.649267
12.43476701,east,-80.706497,41.052558
11.14905002,east,-81.872052,41.11258
13.2179099,east,-84.21859,39.750258
11.49441779,east,-81.253721,41.172189
11.68509678,east,-84.637188,39.74386
11.59470608,east,-82.943068,38.78893
13.22464129,east,-81.383599,40.819408
13.08298727,east,-81.520637,41.095605
11.86468927,east,-84.221759,39.440152
12.2328556,east,-94.640694,35.896421
8.950643672,east,-98.344737,35.136539
10.71640755,east,-95.211238,36.314823
10.54913446,east,-95.367134,35.686587
9.630628884,east,-97.496525,35.509671
9.467113238,east,-94.839825,36.861373
10.21787414,east,-95.7143,34.939711
10.24512061,east,-94.788897,35.484348
11.14721569,east,-95.938999,36.124761
4.978396874,west,-121.337204,43.996058
11.42258454,west,-119.039719,43.461427
6.544022117,west,-122.785659,42.389833
7.857464263,west,-123.432362,42.362158
11.20113078,west,-121.651634,42.662031
9.606104468,west,-120.57698,42.713376
7.981165538,west,-123.080812,43.989252
9.559339339,west,-122.731425,44.544833
7.138978403,west,-122.613233,45.522473
7.512537388,west,-118.817308,45.637299
6.722891097,west,-118.031311,45.325011
8.617499311,west,-122.915144,45.496796
11.3551951,east,-77.182542,39.854379
13.13606184,east,-79.959705,40.440569
12.89725422,east,-80.312675,40.695415
11.13210216,east,-75.914242,40.377743
11.34289382,east,-75.027841,40.254936
13.19562957,east,-78.789233,40.435472
9.923461207,east,-77.834459,40.887275
13.65442905,east,-75.683302,39.988807
13.91946027,east,-77.133685,40.201203
12.42092494,east,-76.804656,40.324487
13.30819342,east,-75.350636,39.912978
10.51107345,east,-80.056979,42.052025
9.677218724,east,-75.632209,41.43348
12.70204357,east,-76.281219,40.06767
11.02053421,east,-80.313128,41.294427
10.77400113,east,-75.317433,40.170596
12.70918245,east,-75.322072,40.702861
11.50099534,east,-75.144793,39.998012
11.83817241,east,-80.13855,40.182615
13.28131762,east,-79.561874,40.326108
12.45974199,east,-76.742183,39.927299
6.615917513,east,-71.479529,41.704125
8.690118158,east,-71.456165,41.852849
9.201633048,east,-79.991379,32.809639
10.29711425,east,-80.15629,34.654172
10.74002405,east,-81.904462,33.771236
10.56304954,east,-79.740304,34.065068
11.55859387,east,-82.353114,34.861272
11.42280278,east,-81.232319,33.949223
8.600290744,east,-83.02142,34.715038
11.20392981,east,-80.974331,34.035404
8.319356119,east,-96.798488,44.34542
8.136039428,east,-98.381992,45.538665
8.631981708,east,-97.157383,44.939334
4.324735773,west,-103.51523,43.693106
4.175900772,west,-101.669286,43.76851
9.101323218,east,-96.742201,43.601442
6.105285171,west,-103.105497,44.045194
11.78239169,east,-83.969238,35.754277
10.81533867,east,-86.765764,36.156595
10.10449881,east,-89.358984,36.060464
11.48099491,east,-85.2301,35.095522
12.15526916,east,-83.955932,35.973115
9.043445981,east,-87.375807,35.205257
12.44565217,east,-84.29551,35.744899
11.72111999,east,-84.595909,35.41638
9.721455255,east,-88.827384,35.628652
9.75586181,east,-87.064841,35.616397
10.60753897,east,-87.370428,36.510616
10.45914441,east,-85.495277,36.157835
12.0353832,east,-84.526726,35.87976
10.65805426,east,-89.926902,35.133382
11.0539763,east,-82.383596,36.530363
10.43105026,east,-86.487509,36.436444
8.91112556,east,-98.508944,29.453231
11.27783461,east,-94.250198,33.43807
5.349603731,west,-103.402219,29.994131
10.71133215,east,-97.557442,26.082987
10.10295411,east,-96.788828,32.803579
7.412241685,west,-102.43482,31.867206
9.747651997,east,-96.798436,32.391428
10.30508514,west,-106.351813,31.770159
11.72795583,east,-95.363056,29.787777
9.87371312,east,-94.353085,32.548681
10.20476148,east,-98.159799,26.242291
9.866045488,east,-94.061768,29.98423
7.740238095,west,-101.852068,33.570085
9.722218239,east,-97.458944,27.747148
9.83538961,east,-93.842055,30.114604
5.998856719,west,-101.842212,35.257052
10.30459181,east,-97.26583,32.76383
9.214647694,east,-97.769809,30.321806
7.974543002,west,-112.480319,41.595787
9.757740883,west,-111.842117,41.751082
9.63155204,west,-111.940753,41.00435
9.632232418,west,-111.915566,40.655802
6.624555329,west,-112.690027,40.415422
8.866858282,west,-111.73671,40.236597
9.195894642,west,-111.972867,41.232183
6.902222222,east,-73.107955,43.029418
6.296836535,east,-73.12727,44.475682
9.782239041,east,-73.05306,43.595081
9.386445516,east,-78.535282,38.024179
10.88170119,east,-77.10826,38.880344
9.487578881,east,-77.071609,37.344868
10.23620476,east,-77.545895,37.419938
10.35345926,east,-77.249565,38.840845
11.07506591,east,-78.244616,39.192751
9.767818487,east,-77.476994,37.584747
10.19076211,east,-77.568819,39.064634
9.844875412,east,-78.488469,38.613462
10.80190883,east,-78.84438,38.466513
10.22153013,east,-82.176193,36.611116
9.327618981,east,-79.170205,37.403672
10.2577934,east,-76.2599,36.885747
10.31459801,east,-79.955711,37.276895
9.928186795,east,-80.055836,37.286895
9.802806147,east,-76.087179,36.834498
7.930779022,west,-122.547831,45.692187
7.939444115,west,-122.196851,47.548745
8.843770078,west,-122.383565,47.171571
7.821491919,west,-122.094183,47.976838
9.462252638,west,-120.512943,46.482454
12.87641143,east,-77.983926,39.462988
13.33980298,east,-80.590963,40.296424
13.04372269,east,-82.323238,38.412924
12.40518199,east,-80.575484,40.504722
11.78324033,east,-80.341952,39.297035
12.42048739,east,-81.605694,38.34893
12.8436945,east,-80.197936,39.499846
13.13186133,east,-80.712893,39.907446
11.5568368,east,-79.994783,39.634786
12.42332106,east,-80.67612,40.078772
10.11442055,east,-81.228271,37.771342
12.84036487,east,-81.5317,39.259427
5.715239078,east,-90.721893,46.337524
11.36628805,east,-88.032769,44.493492
11.09874366,east,-89.393668,43.071496
6.308197865,east,-88.770485,45.604373
11.21919121,east,-90.667336,42.876486
10.44092341,east,-87.952431,42.568669
10.05857236,east,-91.189127,43.859415
9.417947455,east,-87.75858,44.102318
11.57593364,east,-87.960713,43.034113
10.24811541,east,-88.410017,44.336535
10.03094938,east,-87.944718,43.329252
9.749491389,east,-92.506966,45.028469
9.208059965,east,-89.90087,43.444512
8.483094722,east,-90.491269,45.191826
6.111594098,east,-89.531836,46.024577
11.97597981,east,-88.255888,43.036352
5.272252331,west,-105.496159,44.085797
3.382625764,west,-105.502721,42.857379
8.505595765,west,-108.681116,43.098213
4.132739343,west,-104.762083,41.196199
4.955570252,west,-108.999016,44.568961
6.549239282,west,-106.96813,44.783629
5.632586934,west,-109.991147,42.750949
6.349709829,west,-109.168198,41.640708
4.565808003,west,-110.673534,43.612124
